country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
United Arab Emirates,ARE,2/17/2021,5284406,,,85681,85678,53.43,,,8663,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/18/2021,5373730,,,89324,83075,54.33,,,8400,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/19/2021,5466831,,,93101,80719,55.27,,,8161,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/20/2021,5553391,,,86560,78304,56.15,,,7917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/21/2021,5554342,,,951,71302,56.16,,,7209,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/22/2021,5557793,,,3451,67280,56.19,,,6803,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/23/2021,5668264,3480415,2187849,110471,67077,57.31,35.19,22.12,6782,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/24/2021,5761463,,,93199,68151,58.25,,,6891,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/25/2021,5846036,,,84573,67472,59.11,,,6822,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/26/2021,5933299,,,87263,66638,59.99,,,6738,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/27/2021,6015089,,,81790,65957,60.82,,,6669,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2/28/2021,6020461,,,5372,66588,60.87,,,6733,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/1/2021,6028417,,,7956,67232,60.95,,,6798,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/2/2021,6094956,,,66539,60956,61.62,,,6163,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/3/2021,6168330,,,73374,58124,62.37,,,5877,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/4/2021,6204004,,,35674,51138,62.73,,,5170,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/5/2021,6235316,,,31312,43145,63.04,,,4362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/6/2021,6265860,,,30544,35824,63.35,,,3622,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/7/2021,6273009,,,7149,36078,63.43,,,3648,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/8/2021,6287751,,,14742,37048,63.57,,,3746,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/9/2021,6325211,,,37460,32894,63.95,,,3326,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/10/2021,6367861,,,42650,28504,64.38,,,2882,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/11/2021,6407350,,,39489,29049,64.78,,,2937,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/12/2021,6462887,,,55537,32510,65.35,,,3287,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/13/2021,6516723,,,53836,35838,65.89,,,3624,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/14/2021,6540912,,,24189,38272,66.13,,,3870,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/15/2021,6578881,,,37969,41590,66.52,,,4205,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/16/2021,6668627,,,89746,49059,67.43,,,4960,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/17/2021,6830369,,,161742,66073,69.06,,,6681,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/18/2021,6980466,,,150097,81874,70.58,,,8278,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/19/2021,7124146,,,143680,94466,72.03,,,9551,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/20/2021,7181056,,,56910,94905,72.61,,,9596,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/21/2021,7298768,,,117712,108265,73.8,,,10946,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,3/22/2021,7374725,,,75957,113692,74.56,,,11495,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Kingdom,GBR,12/13/2020,86465,86465,,,,0.13,0.13,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/14/2020,,,,,84117,,,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/15/2020,,,,,84117,,,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/16/2020,,,,,84117,,,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/17/2020,,,,,84117,,,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/18/2020,,,,,84117,,,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/19/2020,,,,,84117,,,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/20/2020,675286,675286,,,84117,0.99,0.99,,1239,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/21/2020,,,,,78831,,,,1161,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/22/2020,,,,,73544,,,,1083,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/23/2020,,,,,68258,,,,1005,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/24/2020,,,,,62972,,,,928,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/25/2020,,,,,57685,,,,850,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/26/2020,,,,,52399,,,,772,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/27/2020,1005073,1005073,,,47112,1.48,1.48,,694,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/28/2020,,,,,48491,,,,714,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/29/2020,,,,,49870,,,,735,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/30/2020,,,,,51249,,,,755,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,12/31/2020,,,,,52629,,,,775,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/1/2021,,,,,54008,,,,796,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/2/2021,,,,,55387,,,,816,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/3/2021,1402432,1380430,22002,,56766,2.07,2.03,0.03,836,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/4/2021,,,,,74688,,,,1100,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/5/2021,,,,,92610,,,,1364,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/6/2021,,,,,110532,,,,1628,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/7/2021,,,,,128454,,,,1892,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/8/2021,,,,,146376,,,,2156,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/9/2021,,,,,164298,,,,2420,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/10/2021,2677971,2286572,391399,,182220,3.94,3.37,0.58,2684,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/11/2021,2843815,2431648,412167,165844,179880,4.19,3.58,0.61,2650,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/12/2021,3067541,2639309,428232,223726,185810,4.52,3.89,0.63,2737,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/13/2021,3356229,2918252,437977,288688,201020,4.94,4.3,0.65,2961,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/14/2021,3678180,3234946,443234,321951,220981,5.42,4.77,0.65,3255,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/15/2021,4023705,3576263,447442,345525,244311,5.93,5.27,0.66,3599,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/16/2021,4322456,3872394,450062,298751,260958,6.37,5.7,0.66,3844,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/17/2021,4514802,4062501,452301,192346,262404,6.65,5.98,0.67,3865,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/18/2021,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/19/2021,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/20/2021,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/21/2021,5849899,5383103,466796,412615,310246,8.62,7.93,0.69,4570,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/22/2021,6329968,5861351,468617,480069,329466,9.32,8.63,0.69,4853,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/23/2021,6822981,6353321,469660,493013,357218,10.05,9.36,0.69,5262,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/24/2021,7044048,6573570,470478,221067,361321,10.38,9.68,0.69,5322,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/25/2021,7325773,6853327,472446,281725,371761,10.79,10.1,0.7,5476,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/26/2021,7638543,7164387,474156,312770,366883,11.25,10.55,0.7,5404,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/27/2021,7953250,7476765,476485,314707,359424,11.72,11.01,0.7,5295,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/28/2021,8369438,7891184,478254,416188,359934,12.33,11.62,0.7,5302,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/29/2021,8859372,8378940,480432,489934,361343,13.05,12.34,0.71,5323,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/30/2021,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,1/31/2021,9790576,9296367,494209,322194,392361,14.42,13.69,0.73,5780,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/1/2021,10143511,9646715,496796,352935,402534,14.94,14.21,0.73,5930,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/2/2021,10520433,10021471,498962,376922,411699,15.5,14.76,0.73,6065,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/3/2021,10992444,10490487,501957,472011,434171,16.19,15.45,0.74,6396,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/4/2021,11477040,10971047,505993,484596,443943,16.91,16.16,0.75,6540,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/5/2021,11975267,11465210,510057,498227,445128,17.64,16.89,0.75,6557,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/6/2021,12526737,12015018,511719,551470,436908,18.45,17.7,0.75,6436,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/7/2021,12806587,12294006,512581,279850,430859,18.86,18.11,0.76,6347,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/8/2021,13162878,12646486,516392,356291,431338,19.39,18.63,0.76,6354,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/9/2021,13577851,13058298,519553,414973,436774,20,19.24,0.77,6434,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/10/2021,14033555,13509108,524447,455704,434444,20.67,19.9,0.77,6400,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/11/2021,14542318,14012224,530094,508763,437897,21.42,20.64,0.78,6450,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/12/2021,15091696,14556827,534869,549378,445204,22.23,21.44,0.79,6558,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/13/2021,15599904,15062189,537715,508208,439024,22.98,22.19,0.79,6467,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/14/2021,15839781,15300151,539630,239877,433313,23.33,22.54,0.79,6383,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/15/2021,16122272,15576107,546165,282491,422771,23.75,22.94,0.8,6228,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/16/2021,16499549,15940972,558577,377277,417385,24.3,23.48,0.82,6148,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/17/2021,16996806,16423082,573724,497257,423322,25.04,24.19,0.85,6236,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/18/2021,17465127,16875536,589591,468321,417544,25.73,24.86,0.87,6151,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/19/2021,17852327,17247442,604885,387200,394376,26.3,25.41,0.89,5809,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/20/2021,18197269,17582121,615148,344942,371052,26.81,25.9,0.91,5466,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/21/2021,18348165,17723840,624325,150896,358341,27.03,26.11,0.92,5279,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/22/2021,18558969,17916181,642788,210804,348100,27.34,26.39,0.95,5128,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/23/2021,18911978,18242873,669105,353009,344633,27.86,26.87,0.99,5077,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/24/2021,19392553,18691835,700718,480575,342250,28.57,27.53,1.03,5042,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/25/2021,19913592,19177555,736037,521039,349781,29.33,28.25,1.08,5152,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/26/2021,20450858,19682048,768810,537266,371219,30.13,28.99,1.13,5468,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/27/2021,20885683,20089551,796132,434825,384059,30.77,29.59,1.17,5657,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2/28/2021,21091267,20275451,815816,205584,391872,31.07,29.87,1.2,5773,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/1/2021,21322717,20478619,844098,231450,394821,31.41,30.17,1.24,5816,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/2/2021,21599027,20703615,895412,276310,383864,31.82,30.5,1.32,5655,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/3/2021,21946433,20982571,963862,347406,364840,32.33,30.91,1.42,5374,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/4/2021,22392883,21358815,1034068,446450,354184,32.99,31.46,1.52,5217,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/5/2021,22887118,21796278,1090840,494235,348037,33.71,32.11,1.61,5127,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/6/2021,23335514,22213112,1122402,448396,349976,34.37,32.72,1.65,5155,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/7/2021,23519898,22377255,1142643,184384,346947,34.65,32.96,1.68,5111,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/8/2021,23773959,22592528,1181431,254061,350177,35.02,33.28,1.74,5158,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/9/2021,24064182,22809829,1254353,290223,352165,35.45,33.6,1.85,5188,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,3/10/2021,24405231,23053716,1351515,341049,351257,35.95,33.96,1.99,5174,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
